State_UT,Year,POPULATION,Litracy_person,Litracy_rate,Area(sqkm),Total_crime,Crime_rate
GUJARAT,2009,58441105.8,39524491.6,78.03,196024,7966,13.630816684512498
GUJARAT,2010,59412366.9,40736584.3,78.03,196024,8095,13.625109421452793
GUJARAT,2011,60383628.0,41948677.0,78.03,196024,8741,14.475778103296475
GUJARAT,2012,61354889.1,43160769.7,78.03,196024,9517,15.511396303705483
GUJARAT,2013,62326150.2,44372862.4,78.03,196024,12123,19.45090457391992
GUJARAT,2014,63297411.3,45584955.1,78.03,196024,10567,16.694205628595746
GUJARAT,2015,64268672.4,46797047.8,78.03,196024,7454,11.59818574375904
DAMAN AND DIU,2001,158204.0,107600.0,87.1,112,7,4.424666885793027
DAMAN AND DIU,2002,166674.7,115737.4,87.1,112,5,2.999855406969384
DAMAN AND DIU,2003,175145.4,123874.8,87.1,112,10,5.709541900615146
DAMAN AND DIU,2004,183616.1,132012.2,87.1,112,6,3.267687310644328
DAMAN AND DIU,2005,192086.8,140149.6,87.1,112,9,4.685381816970245
DAMAN AND DIU,2006,200557.5,148287.0,87.1,112,8,3.988880994228587
DAMAN AND DIU,2007,209028.2,156424.4,87.1,112,6,2.870426095617721
DAMAN AND DIU,2008,217498.9,164561.8,87.1,112,9,4.137951962055899
DAMAN AND DIU,2009,225969.6,172699.2,87.1,112,9,3.982836629351913
DAMAN AND DIU,2010,234440.3,180836.6,87.1,112,8,3.412382598043084
DAMAN AND DIU,2011,242911.0,188974.0,87.1,112,5,2.0583670562469383
DAMAN AND DIU,2012,251381.7,197111.4,87.1,112,8,3.182411448406944
DAMAN AND DIU,2013,259852.4,205248.8,87.1,112,18,6.927009332990574
DAMAN AND DIU,2014,268323.1,213386.2,87.1,112,7,2.608795142870666
DAMAN AND DIU,2015,276793.80000000005,221523.6,87.1,112,28,10.115833519392412
DADRA NAGAR HAVELI,2001,220490.0,103904.0,76.24,491,19,8.61717084675042
DADRA NAGAR HAVELI,2002,232726.3,116316.4,76.24,491,15,6.445339439504689
DADRA NAGAR HAVELI,2003,244962.6,128728.8,76.24,491,11,4.490481404100055
DADRA NAGAR HAVELI,2004,257198.9,141141.2,76.24,491,22,8.55369132605155
DADRA NAGAR HAVELI,2005,269435.2,153553.6,76.24,491,24,8.907522105500691
DADRA NAGAR HAVELI,2006,281671.5,165966.0,76.24,491,32,11.360751797750217
DADRA NAGAR HAVELI,2007,293907.8,178378.4,76.24,491,16,5.443884102429402
DADRA NAGAR HAVELI,2008,306144.1,190790.8,76.24,491,25,8.166089106404469
DADRA NAGAR HAVELI,2009,318380.4,203203.2,76.24,491,19,5.9677040420829925
DADRA NAGAR HAVELI,2010,330616.7,215615.6,76.24,491,29,8.771486739780538
DADRA NAGAR HAVELI,2011,342853.0,228028.0,76.24,491,17,4.958393247251737
DADRA NAGAR HAVELI,2012,355089.3,240440.4,76.24,491,14,3.9426701959197312
DADRA NAGAR HAVELI,2013,367325.6,252852.8,76.24,491,14,3.81133250718164
DADRA NAGAR HAVELI,2014,379561.9,265265.19999999995,76.24,491,14,3.6884629358215353
DADRA NAGAR HAVELI,2015,391798.2,277677.6,76.24,491,14,3.5732680752489423
MAHARASHTRA,2001,96878627.0,63965943.0,82.34,307713,12255,12.649848970299711
MAHARASHTRA,2002,98428061.5,65820571.2,82.34,307713,11113,11.29047939240376
MAHARASHTRA,2003,99977496.0,67675199.4,82.34,307713,11057,11.05948882736571
MAHARASHTRA,2004,101526930.5,69529827.6,82.34,307713,11828,11.65011090333318
MAHARASHTRA,2005,103076365.0,71384455.8,82.34,307713,13117,12.72551665942042
MAHARASHTRA,2006,104625799.5,73239084.0,82.34,307713,14010,13.390578678445369
MAHARASHTRA,2007,106175234.0,75093712.2,82.34,307713,14555,13.708469905514876
MAHARASHTRA,2008,107724668.5,76948340.4,82.34,307713,15485,14.37460909893633
MAHARASHTRA,2009,109274103.0,78802968.6,82.34,307713,14726,13.476203048768106
MAHARASHTRA,2010,110823537.5,80657596.8,82.34,307713,15391,13.887843997038988
MAHARASHTRA,2011,112372972.0,82512225.0,82.34,307713,15293,13.609144376816875
MAHARASHTRA,2012,113922406.5,84366853.2,82.34,307713,15952,14.00251319304776
MAHARASHTRA,2013,115471841.0,86221481.4,82.34,307713,24563,21.27185276278742
MAHARASHTRA,2014,117021275.5,88076109.6,82.34,307713,25447,21.745618385436245
MAHARASHTRA,2015,118570710.0,89930737.8,82.34,307713,29980,25.28449057950315
ANDHRA PRADESH,2001,76210007.0,39934323.0,67.02,275045,13669,17.935964761163188
ANDHRA PRADESH,2002,77055559.6,41084741.7,67.02,275045,15146,19.65594705771237
ANDHRA PRADESH,2003,77901112.2,42235160.4,67.02,275045,16929,21.73139705186391
ANDHRA PRADESH,2004,78746664.8,43385579.1,67.02,275045,17075,21.683458014846615
ANDHRA PRADESH,2005,79592217.4,44535997.8,67.02,275045,17175,21.57874294880494
ANDHRA PRADESH,2006,80437770.0,45686416.5,67.02,275045,19006,23.628203516830464
ANDHRA PRADESH,2007,81283322.6,46836835.2,67.02,275045,22304,27.439823184590143
ANDHRA PRADESH,2008,82128875.2,47987253.9,67.02,275045,21796,26.53877816653697
ANDHRA PRADESH,2009,82974427.8,49137672.6,67.02,275045,23224,27.98934637546244
ANDHRA PRADESH,2010,83819980.4,50288091.3,67.02,275045,24757,29.535917190455457
ANDHRA PRADESH,2011,84665533.0,51438510.0,67.02,275045,25536,30.161033770377376
ANDHRA PRADESH,2012,85511085.6,52588928.7,67.02,275045,25167,29.431271774194386
ANDHRA PRADESH,2013,86356638.2,53739347.4,67.02,275045,30438,35.246856100982406
ANDHRA PRADESH,2014,87202190.8,54889766.1,67.02,275045,28133,32.2618041380676
ANDHRA PRADESH,2015,88047743.4,56040184.8,67.02,275045,29062,33.00709237711139
KARNATAKA,2001,52850562.0,30434962.0,75.36,191791,4285,8.107766195560986
KARNATAKA,2002,53678576.2,31494398.1,75.36,191791,4399,8.195075785188207
KARNATAKA,2003,54506590.4,32553834.2,75.36,191791,4132,7.580734677544608
KARNATAKA,2004,55334604.6,33613270.3,75.36,191791,3916,7.076945843035806
KARNATAKA,2005,56162618.8,34672706.4,75.36,191791,4455,7.932322415136382
KARNATAKA,2006,56990633.0,35732142.5,75.36,191791,4822,8.461039553640331
KARNATAKA,2007,57818647.2,36791578.6,75.36,191791,5440,9.408729300051837
KARNATAKA,2008,58646661.4,37851014.7,75.36,191791,5747,9.79936429936317
KARNATAKA,2009,59474675.6,38910450.8,75.36,191791,6618,11.127425132185168
KARNATAKA,2010,60302689.8,39969886.9,75.36,191791,7488,12.417356547170142
KARNATAKA,2011,61130704.0,41029323.0,75.36,191791,8031,13.137424362068527
KARNATAKA,2012,61958718.2,42088759.1,75.36,191791,8703,14.04644939862555
KARNATAKA,2013,62786732.4,43148195.2,75.36,191791,9992,15.914190176904317
KARNATAKA,2014,63614746.6,44207631.3,75.36,191791,11552,18.15931150781319
KARNATAKA,2015,64442760.8,45267067.400000006,75.36,191791,10452,16.219044420579824
GOA,2001,1347668.0,985562.0,88.7,3702,55,4.081123837621729
GOA,2002,1358673.5,1002217.5,88.7,3702,51,3.7536611996922
GOA,2003,1369679.0,1018873.0,88.7,3702,96,7.008941511113188
GOA,2004,1380684.5,1035528.5,88.7,3702,104,7.532495657045472
GOA,2005,1391690.0,1052184.0,88.7,3702,83,5.963971861549627
GOA,2006,1402695.5,1068839.5,88.7,3702,70,4.9903917136684335
GOA,2007,1413701.0,1085495.0,88.7,3702,70,4.951542087046695
GOA,2008,1424706.5,1102150.5,88.7,3702,116,8.142027849244739
GOA,2009,1435712.0,1118806.0,88.7,3702,140,9.751259305487451
GOA,2010,1446717.5,1135461.5,88.7,3702,124,8.571127397021188
GOA,2011,1457723.0,1152117.0,88.7,3702,106,7.271614703204929
GOA,2012,1468728.5,1168772.5,88.7,3702,160,10.893776487621777
GOA,2013,1479734.0,1185428.0,88.7,3702,412,27.84284202430977
GOA,2014,1490739.5,1202083.5,88.7,3702,475,31.863380557099344
GOA,2015,1501745.0,1218739.0,88.7,3702,359,23.90552324129596
LAKSHADWEEP,2001,60650.0,44683.0,91.85,32,0,0.0
LAKSHADWEEP,2002,61027.9,45506.1,91.85,32,2,3.27718961327524
LAKSHADWEEP,2003,61405.8,46329.2,91.85,32,4,6.514042647437212
LAKSHADWEEP,2004,61783.7,47152.3,91.85,32,1,1.6185498764237172
LAKSHADWEEP,2005,62161.6,47975.4,91.85,32,0,0.0
LAKSHADWEEP,2006,62539.5,48798.5,91.85,32,1,1.5989894386747574
LAKSHADWEEP,2007,62917.4,49621.6,91.85,32,5,7.946927241112951
LAKSHADWEEP,2008,63295.3,50444.7,91.85,32,4,6.319584550511649
LAKSHADWEEP,2009,63673.2,51267.8,91.85,32,1,1.5705194650182497
LAKSHADWEEP,2010,64051.1,52090.9,91.85,32,0,0.0
LAKSHADWEEP,2011,64429.0,52914.0,91.85,32,0,0.0
LAKSHADWEEP,2012,64806.9,53737.1,91.85,32,2,3.086091141529683
LAKSHADWEEP,2013,65184.8,54560.2,91.85,32,3,4.602299922681361
LAKSHADWEEP,2014,65562.7,55383.3,91.85,32,4,6.101030006390829
LAKSHADWEEP,2015,65940.6,56206.4,91.85,32,9,13.648647419040774
KERALA,2001,31841374.0,25485688.0,94.0,38863,5270,16.55079331689644
KERALA,2002,31996004.3,25760541.9,94.0,38863,5668,17.714711958580402
KERALA,2003,32150634.6,26035395.8,94.0,38863,5474,17.02610249565649
KERALA,2004,32305264.9,26310249.7,94.0,38863,6268,19.40241016256146
KERALA,2005,32459895.2,26585103.6,94.0,38863,6425,19.79365601895104
KERALA,2006,32614525.5,26859957.5,94.0,38863,7301,22.38573116754374
KERALA,2007,32769155.8,27134811.4,94.0,38863,7601,23.19559297282843
KERALA,2008,32923786.1,27409665.3,94.0,38863,7906,24.013034151014605
KERALA,2009,33078416.4,27684519.2,94.0,38863,7703,23.287088193254625
KERALA,2010,33233046.7,27959373.1,94.0,38863,9110,27.41247313927435
KERALA,2011,33387677.0,28234227.0,94.0,38863,11074,33.16792599856528
KERALA,2012,33542307.3,28509080.9,94.0,38863,10714,31.94175017292266
KERALA,2013,33696937.6,28783934.8,94.0,38863,11013,32.68249515944143
KERALA,2014,33851567.9,29058788.7,94.0,38863,11061,32.67500055735971
KERALA,2015,34006198.2,29333642.6,94.0,38863,9378,27.577325594720552
TAMIL NADU,2001,62405679.0,40524545.0,80.09,130058,4835,7.747692321399148
TAMIL NADU,2002,63379006.9,41713402.1,80.09,130058,6138,9.684594789698416
TAMIL NADU,2003,64352334.8,42902259.2,80.09,130058,5868,9.11855027208741
TAMIL NADU,2004,65325662.7,44091116.3,80.09,130058,5914,9.053103719987211
TAMIL NADU,2005,66298990.6,45279973.4,80.09,130058,5648,8.518983394597866
TAMIL NADU,2006,67272318.5,46468830.5,80.09,130058,4641,6.89882570347267
TAMIL NADU,2007,68245646.4,47657687.6,80.09,130058,6219,9.112669200243664
TAMIL NADU,2008,69218974.3,48846544.7,80.09,130058,6267,9.053875853228297
TAMIL NADU,2009,70192302.2,50035401.8,80.09,130058,5126,7.302795091966651
TAMIL NADU,2010,71165630.1,51224258.9,80.09,130058,5928,8.329863716052449
TAMIL NADU,2011,72138958.0,52413116.0,80.09,130058,6315,8.753938475241076
TAMIL NADU,2012,73112285.9,53601973.1,80.09,130058,6381,8.727671309207416
TAMIL NADU,2013,74085613.8,54790830.2,80.09,130058,6612,8.92480963692846
TAMIL NADU,2014,75058941.7,55979687.3,80.09,130058,5486,7.3089226623082
TAMIL NADU,2015,76032269.6,57168544.400000006,80.09,130058,4904,6.449892954398932
PUDUCHERRY,2001,974345.0,696367.0,85.85,479,78,8.005377971868281
PUDUCHERRY,2002,1001356.9,723390.3,85.85,479,111,11.084958819377984
PUDUCHERRY,2003,1028368.8,750413.6,85.85,479,103,10.015862013705588
PUDUCHERRY,2004,1055380.7,777436.9,85.85,479,100,9.47525381125503
PUDUCHERRY,2005,1082392.6,804460.2,85.85,479,105,9.700731509066118
PUDUCHERRY,2006,1109404.5,831483.5,85.85,479,139,12.529244292771482
PUDUCHERRY,2007,1136416.4,858506.8,85.85,479,163,14.343334010315234
PUDUCHERRY,2008,1163428.3,885530.1,85.85,479,117,10.05648564677342
PUDUCHERRY,2009,1190440.2,912553.4,85.85,479,93,7.812236179524179
PUDUCHERRY,2010,1217452.1,939576.7,85.85,479,93,7.638904232864684
PUDUCHERRY,2011,1244464.0,966600.0,85.85,479,78,6.267758649506936
PUDUCHERRY,2012,1271475.9,993623.3,85.85,479,46,3.6178428549058617
PUDUCHERRY,2013,1298487.8,1020646.6,85.85,479,71,5.467898889770085
PUDUCHERRY,2014,1325499.7,1047669.9,85.85,479,62,4.677481254805263
PUDUCHERRY,2015,1352511.6,1074693.2,85.85,479,65,4.805873753689062
ANDAMAN AND NICOBAR ISLANDS,2001,356152.0,253135.0,86.63,8249,34,9.546485770120622
ANDAMAN AND NICOBAR ISLANDS,2002,358531.2,257191.0,86.63,8249,27,7.530725359466624
ANDAMAN AND NICOBAR ISLANDS,2003,360910.4,261247.0,86.63,8249,22,6.095695773798704
ANDAMAN AND NICOBAR ISLANDS,2004,363289.6,265303.0,86.63,8249,27,7.43208723839053
ANDAMAN AND NICOBAR ISLANDS,2005,365668.8,269359.0,86.63,8249,22,6.016373286427499
ANDAMAN AND NICOBAR ISLANDS,2006,368048.0,273415.0,86.63,8249,36,9.781332869625702
ANDAMAN AND NICOBAR ISLANDS,2007,370427.2,277471.0,86.63,8249,54,14.57776318801643
ANDAMAN AND NICOBAR ISLANDS,2008,372806.4,281527.0,86.63,8249,80,21.45885907538068
ANDAMAN AND NICOBAR ISLANDS,2009,375185.6,285583.0,86.63,8249,91,24.25466222584236
ANDAMAN AND NICOBAR ISLANDS,2010,377564.8,289639.0,86.63,8249,82,21.71812626600785
ANDAMAN AND NICOBAR ISLANDS,2011,379944.0,293695.0,86.63,8249,48,12.633440717579433
ANDAMAN AND NICOBAR ISLANDS,2012,382323.2,297751.0,86.63,8249,47,12.29326391911346
ANDAMAN AND NICOBAR ISLANDS,2013,384702.4,301807.0,86.63,8249,47,12.217235972533574
ANDAMAN AND NICOBAR ISLANDS,2014,387081.6,305863.0,86.63,8249,47,12.142142638658104
ANDAMAN AND NICOBAR ISLANDS,2015,389460.8,309919.0,86.63,8249,133,34.14977836023549
